ACCIDENT_DATE,TOTAL_ACCIDENTS,Rainfall
2015-01-05,2,5.2
2015-01-06,3,0.0
2015-01-07,2,0.0
2015-01-08,2,
2015-01-09,4,1.4
2015-01-10,2,0.0
2015-01-11,2,0.0
2015-01-12,3,0.0
2015-01-13,4,
2015-01-14,3,0.4
2015-01-15,2,
2015-01-16,1,3.4
2015-01-17,2,0.0
2015-01-18,2,0.2
2015-01-19,6,0.0
2015-01-20,2,0.0
2015-01-21,3,0.0
2015-01-22,5,0.0
2015-01-23,3,5.0
2015-01-24,3,
2015-01-25,2,21.4
2015-01-26,1,0.0
2015-01-27,1,0.0
2015-01-28,2,0.0
2015-01-29,3,0.2
2015-01-30,5,
2015-01-31,1,0.0
2015-02-01,2,6.4
2015-02-02,0,
2015-02-03,1,0.0
2015-02-04,5,0.8
2015-02-05,2,0.0
2015-02-06,0,1.6
2015-02-07,4,0.0
2015-02-08,1,0.0
2015-02-09,0,0.0
2015-02-10,1,0.0
2015-02-11,3,
2015-02-12,3,0.0
2015-02-13,3,5.6
2015-02-14,3,
2015-02-15,1,0.0
2015-02-16,2,
2015-02-17,5,1.4
2015-02-18,1,0.4
2015-02-19,4,0.0
2015-02-20,0,0.6
2015-02-21,2,8.4
2015-02-22,5,
2015-02-23,2,0.2
2015-02-24,2,0.0
2015-02-25,8,0.0
2015-02-26,5,
2015-02-27,3,5.0
2015-02-28,3,0.0
2015-03-01,0,6.4
2015-03-02,0,2.4
2015-03-03,5,
2015-03-04,4,2.0
2015-03-05,3,
2015-03-06,3,0.0
2015-03-07,6,0.0
2015-03-08,1,
2015-03-09,0,0.0
2015-03-10,2,0.0
2015-03-11,6,0.6
2015-03-12,3,0.0
2015-03-13,0,0.0
2015-03-14,3,0.0
2015-03-15,1,1.6
2015-03-16,5,1.6
2015-03-17,0,0.0
2015-03-18,3,5.4
2015-03-19,3,0.0
2015-03-20,3,0.4
2015-03-21,0,0.8
2015-03-22,3,0.0
2015-03-23,6,0.0
2015-03-24,4,0.0
2015-03-25,2,0.0
2015-03-26,2,0.0
2015-03-27,0,0.0
2015-03-28,3,17.8
2015-03-29,3,4.8
2015-03-30,2,0.0
2015-03-31,4,0.6
2015-04-01,2,0.0
2015-04-02,7,0.0
2015-04-03,2,0.0
2015-04-04,0,0.0
2015-04-05,1,0.0
2015-04-06,1,0.2
2015-04-07,1,0.0
2015-04-08,1,0.0
2015-04-09,2,0.0
2015-04-10,6,0.0
2015-04-11,2,0.0
2015-04-12,3,0.0
2015-04-13,1,0.0
2015-04-14,8,0.0
2015-04-15,1,0.0
2015-04-16,4,0.0
2015-04-17,4,0.0
2015-04-18,3,0.0
2015-04-19,1,0.0
2015-04-20,0,0.0
2015-04-21,0,0.4
2015-04-22,0,0.0
2015-04-23,1,0.0
2015-04-24,4,0.0
2015-04-25,2,0.0
2015-04-26,1,0.0
2015-04-27,2,0.0
2015-04-28,3,0.2
2015-04-29,4,
2015-04-30,8,17.4
2015-05-01,4,0.0
2015-05-02,0,0.0
2015-05-03,4,0.4
2015-05-04,1,0.0
2015-05-05,3,0.0
2015-05-06,2,0.0
2015-05-07,3,
2015-05-08,7,0.6
2015-05-09,4,0.0
2015-05-10,2,
2015-05-11,2,5.2
2015-05-12,4,0.0
2015-05-13,6,0.0
2015-05-14,6,0.2
2015-05-15,2,
2015-05-16,3,7.2
2015-05-17,0,0.4
2015-05-18,6,0.0
2015-05-19,4,1.0
2015-05-20,1,4.8
2015-05-21,4,0.0
2015-05-22,4,1.2
2015-05-23,2,3.6
2015-05-24,2,2.4
2015-05-25,4,0.0
2015-05-26,3,0.0
2015-05-27,2,0.0
2015-05-28,2,
2015-05-29,1,2.0
2015-05-30,3,0.8
2015-05-31,2,0.0
2015-06-01,4,0.0
2015-06-02,1,
2015-06-03,2,0.4
2015-06-04,3,2.4
2015-06-05,1,2.2
2015-06-06,2,8.6
2015-06-07,0,
2015-06-08,1,0.0
2015-06-09,0,0.0
2015-06-10,1,
2015-06-11,1,0.0
2015-06-12,4,0.0
2015-06-13,1,0.0
2015-06-14,1,1.2
2015-06-15,0,
2015-06-16,2,0.6
2015-06-17,2,0.0
2015-06-18,2,0.0
2015-06-19,2,0.4
2015-06-20,4,
2015-06-21,1,2.0
2015-06-22,3,1.6
2015-06-23,2,0.0
2015-06-24,0,0.0
2015-06-25,2,0.0
2015-06-26,2,0.0
2015-06-27,2,0.0
2015-06-28,0,0.0
2015-06-29,0,0.0
2015-06-30,2,0.0
2015-07-01,1,0.0
2015-07-02,3,1.6
2015-07-03,1,0.0
2015-07-04,5,0.0
2015-07-05,0,
2015-07-06,1,0.0
2015-07-07,2,0.0
2015-07-08,1,0.0
2015-07-09,2,
2015-07-10,4,18.0
2015-07-11,2,0.0
2015-07-12,1,0.0
2015-07-13,2,0.0
2015-07-14,3,
2015-07-15,3,20.0
2015-07-16,0,3.2
2015-07-17,6,5.0
2015-07-18,0,2.2
2015-07-19,5,0.0
2015-07-20,1,17.0
2015-07-21,6,6.2
2015-07-22,1,0.8
2015-07-23,3,1.6
2015-07-24,6,0.0
2015-07-25,2,1.2
2015-07-26,3,
2015-07-27,1,0.6
2015-07-28,4,0.6
2015-07-29,2,0.2
2015-07-30,2,0.0
2015-07-31,0,0.0
2015-08-01,0,0.0
2015-08-02,2,1.0
2015-08-03,2,0.2
2015-08-04,1,0.0
2015-08-05,1,0.0
2015-08-06,1,0.0
2015-08-07,5,0.0
2015-08-08,4,
2015-08-09,1,
2015-08-10,1,0.0
2015-08-11,2,10.4
2015-08-12,3,2.4
2015-08-13,3,
2015-08-14,2,
2015-08-15,1,2.0
2015-08-16,4,0.2
2015-08-17,1,
2015-08-18,2,0.0
2015-08-19,2,
2015-08-20,0,2.6
2015-08-21,3,0.0
2015-08-22,4,1.8
2015-08-23,2,0.8
2015-08-24,1,0.0
2015-08-25,2,0.0
2015-08-26,3,0.4
2015-08-27,3,16.0
2015-08-28,5,6.4
2015-08-29,4,
2015-08-30,3,1.8
2015-08-31,2,3.4
2015-09-01,3,0.0
2015-09-02,3,
2015-09-03,0,1.4
2015-09-04,2,0.0
2015-09-05,1,0.0
2015-09-06,2,
2015-09-07,1,8.0
2015-09-08,2,1.0
2015-09-09,1,20.0
2015-09-10,1,7.8
2015-09-11,4,
2015-09-12,2,0.2
2015-09-13,0,12.0
2015-09-14,0,0.0
2015-09-15,2,0.0
2015-09-16,3,8.4
2015-09-17,2,0.2
2015-09-18,1,0.0
2015-09-19,4,0.0
2015-09-20,2,0.0
2015-09-21,1,9.0
2015-09-22,1,
2015-09-23,2,
2015-09-24,3,13.4
2015-09-25,0,2.4
2015-09-26,3,0.0
2015-09-27,1,0.0
2015-09-28,3,0.0
2015-09-29,1,0.0
2015-09-30,3,0.0
2015-10-01,5,0.0
2015-10-02,0,2.6
2015-10-03,2,2.4
2015-10-04,3,0.0
2015-10-05,2,0.0
2015-10-06,3,0.0
2015-10-07,2,0.0
2015-10-08,4,0.0
2015-10-09,4,0.0
2015-10-10,1,0.0
2015-10-11,2,0.0
2015-10-12,5,
2015-10-13,2,1.4
2015-10-14,4,0.0
2015-10-15,1,0.0
2015-10-16,5,0.0
2015-10-17,0,0.0
2015-10-18,1,0.0
2015-10-19,0,0.0
2015-10-20,1,0.4
2015-10-21,5,0.0
2015-10-22,6,4.6
2015-10-23,3,0.0
2015-10-24,1,0.0
2015-10-25,1,0.0
2015-10-26,0,0.0
2015-10-27,1,0.0
2015-10-28,1,0.0
2015-10-29,3,0.0
2015-10-30,1,
2015-10-31,5,14.8
2015-11-01,0,0.0
2015-11-02,1,9.4
2015-11-03,1,
2015-11-04,3,0.0
2015-11-05,2,0.2
2015-11-06,3,0.0
2015-11-07,0,0.0
2015-11-08,2,0.0
2015-11-09,3,0.0
2015-11-10,3,0.0
2015-11-11,1,0.0
2015-11-12,1,0.0
2015-11-13,5,0.0
2015-11-14,3,0.0
2015-11-15,2,0.0
2015-11-16,0,2.2
2015-11-17,7,0.0
2015-11-18,2,0.0
2015-11-19,2,0.0
2015-11-20,2,
2015-11-21,1,0.8
2015-11-22,2,
2015-11-23,4,0.8
2015-11-24,2,0.0
2015-11-25,2,0.0
2015-11-26,0,0.0
2015-11-27,2,18.6
2015-11-28,3,
2015-11-29,1,1.0
2015-11-30,4,0.0
2015-12-01,4,0.0
2015-12-02,3,
2015-12-03,1,8.4
2015-12-04,4,6.6
2015-12-05,1,0.6
2015-12-06,0,0.0
2015-12-07,5,13.4
2015-12-08,3,0.0
2015-12-09,9,
2015-12-10,2,1.0
2015-12-11,4,0.0
2015-12-12,2,
2015-12-13,5,13.2
2015-12-14,2,0.0
2015-12-15,2,0.0
2015-12-16,3,0.0
2015-12-17,5,0.0
2015-12-18,5,0.0
2015-12-19,2,0.0
2015-12-20,1,0.6
2015-12-21,1,2.0
2015-12-22,3,0.0
2015-12-23,3,
2015-12-24,1,0.4
2015-12-25,1,0.0
2015-12-26,1,
2015-12-27,1,2.4
2015-12-28,1,0.0
2015-12-29,2,0.0
2015-12-30,2,0.0
2015-12-31,0,0.0
2016-01-01,2,0.0
2016-01-02,2,0.0
2016-01-03,0,4.6
2016-01-04,3,
2016-01-05,0,11.2
2016-01-06,1,0.0
2016-01-07,1,
2016-01-08,0,0.8
2016-01-09,2,0.0
2016-01-10,0,4.6
2016-01-11,1,5.8
2016-01-12,2,2.2
2016-01-13,2,0.0
2016-01-14,1,
2016-01-15,4,0.4
2016-01-16,1,0.0
2016-01-17,1,0.0
2016-01-18,3,
2016-01-19,1,1.4
2016-01-20,1,0.0
2016-01-21,2,14.2
2016-01-22,0,8.4
2016-01-23,2,0.6
2016-01-24,2,0.0
2016-01-25,1,0.4
2016-01-26,4,0.0
2016-01-27,0,0.0
2016-01-28,2,0.0
2016-01-29,2,1.4
2016-01-30,2,0.0
2016-01-31,0,0.0
2016-02-01,2,0.0
2016-02-02,1,0.0
2016-02-03,1,0.0
2016-02-04,9,0.0
2016-02-05,3,10.4
2016-02-06,1,0.4
2016-02-07,2,0.0
2016-02-08,3,0.0
2016-02-09,4,
2016-02-10,1,0.0
2016-02-11,3,0.4
2016-02-12,1,0.0
2016-02-13,1,0.0
2016-02-14,3,0.0
2016-02-15,1,0.0
2016-02-16,5,0.0
2016-02-17,2,0.2
2016-02-18,5,0.0
2016-02-19,4,0.0
2016-02-20,1,0.0
2016-02-21,1,1.2
2016-02-22,2,0.8
2016-02-23,2,0.0
2016-02-24,3,0.0
2016-02-25,2,0.0
2016-02-26,2,5.4
2016-02-27,3,7.4
2016-02-28,3,0.0
2016-02-29,0,0.0
2016-03-01,4,4.6
2016-03-02,1,0.0
2016-03-03,3,0.0
2016-03-04,3,0.0
2016-03-05,1,0.0
2016-03-06,0,0.0
2016-03-07,1,0.0
2016-03-08,1,0.0
2016-03-09,2,25.6
2016-03-10,2,3.6
2016-03-11,4,0.6
2016-03-12,3,0.0
2016-03-13,2,
2016-03-14,0,0.6
2016-03-15,2,0.0
2016-03-16,4,0.0
2016-03-17,2,0.0
2016-03-18,4,
2016-03-19,1,39.0
2016-03-20,0,0.0
2016-03-21,4,0.0
2016-03-22,1,0.0
2016-03-23,3,
2016-03-24,1,
2016-03-25,1,12.0
2016-03-26,2,0.0
2016-03-27,2,0.0
2016-03-28,0,0.0
2016-03-29,1,0.0
2016-03-30,1,0.0
2016-03-31,3,0.2
2016-04-01,4,0.0
2016-04-02,2,0.0
2016-04-03,1,0.0
2016-04-04,4,0.0
2016-04-05,3,0.0
2016-04-06,2,0.0
2016-04-07,4,0.0
2016-04-08,4,0.0
2016-04-09,1,0.0
2016-04-10,4,2.0
2016-04-11,1,
2016-04-12,1,1.2
2016-04-13,0,0.0
2016-04-14,2,7.4
2016-04-15,1,0.0
2016-04-16,0,0.0
2016-04-17,2,0.0
2016-04-18,5,0.0
2016-04-19,2,0.0
2016-04-20,5,0.0
2016-04-21,5,9.8
2016-04-22,6,0.4
2016-04-23,1,0.0
2016-04-24,2,0.0
2016-04-25,1,5.4
2016-04-26,3,0.8
2016-04-27,4,0.0
2016-04-28,1,0.0
2016-04-29,5,0.0
2016-04-30,1,0.2
2016-05-01,0,0.0
2016-05-02,3,0.0
2016-05-03,1,1.8
2016-05-04,2,0.0
2016-05-05,4,0.0
2016-05-06,4,2.2
2016-05-07,0,1.8
2016-05-08,0,12.4
2016-05-09,2,0.0
2016-05-10,1,0.0
2016-05-11,1,6.2
2016-05-12,4,3.4
2016-05-13,1,1.4
2016-05-14,4,1.4
2016-05-15,1,0.0
2016-05-16,1,3.0
2016-05-17,3,0.0
2016-05-18,1,0.0
2016-05-19,4,0.0
2016-05-20,1,0.4
2016-05-21,2,3.6
2016-05-22,2,0.0
2016-05-23,3,0.6
2016-05-24,2,0.2
2016-05-25,2,0.2
2016-05-26,4,0.2
2016-05-27,4,0.2
2016-05-28,0,0.0
2016-05-29,1,0.2
2016-05-30,3,0.6
2016-05-31,2,0.8
2016-06-01,2,0.0
2016-06-02,6,0.4
2016-06-03,3,0.0
2016-06-04,3,0.0
2016-06-05,1,0.0
2016-06-06,1,0.0
2016-06-07,1,0.0
2016-06-08,0,1.8
2016-06-09,1,1.8
2016-06-10,0,7.8
2016-06-11,0,0.8
2016-06-12,0,4.8
2016-06-13,2,0.4
2016-06-14,3,0.0
2016-06-15,3,0.0
2016-06-16,4,2.0
2016-06-17,3,2.8
2016-06-18,2,0.8
2016-06-19,1,0.0
2016-06-20,0,0.0
2016-06-21,2,0.0
2016-06-22,3,0.0
2016-06-23,2,0.0
2016-06-24,4,0.0
2016-06-25,0,8.2
2016-06-26,2,0.0
2016-06-27,2,1.6
